surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
1274,20170616ILWAC,Summer,Warren Elementary School,Chicago,IL,Elementary,Field (General),Drive-by Shooting,Both,No,No,No,No,Yes,No,9,No,13:51:00
1278,20170801GABAV,Summer,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,No,No,5,No,0:45:00
1282,20170908ARNON,Fall,North Little Rock High School,North Little Rock,AR,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,15,No,Unknown
1285,20170920ILMAM,Fall,Mattoon High School,Mattoon,IL,High,Cafeteria,Bullying,Both,No,No,Yes,Yes,No,Yes,9,Yes,11:30:00
1287,20170929CASUL,Fall,Sun Valley High School,Los Angeles,CA,High,Off School Property,Unknown,Unknown,No,No,No,No,No,No,8,No,15:29:00
1291,20171014NCKEK,Fall,Kernersville Elementary School,Kernersville,NC,Elementary,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,11:00:00
1294,20171103MIPAL,Fall,Pattengill Academy,Lansing,MI,Middle,Parking Lot,Accidental,Neither,No,No,No,No,Unknown,No,1,No,16:30:00
1298,20171114FLLAM,Fall,Lake Minneola High School,Minneola,FL,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,Unknown
1300,20171123COMAD,Fall,Manual High School,Denver,CO,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,10,No,12:06:00
1304,20171207NMAZA,Winter,Aztec High School,Aztec,NM,High,Classroom,Indiscriminate Shooting,Random Shooting,Yes,No,Unknown,No,No,Yes,12,Yes,8:04:00
1307,20171212TXSAP,Winter,Sam Rayburn High School,PasadeUnknown,TX,High,Parking Lot,Accidental,Random Shooting,No,No,No,No,No,No,1,No,18:00:00
1310,20171227CALIL,Winter,Lincoln Elementary School,Lancaster,CA,Elementary,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,2,No,22:40:00
1313,20180104WANES,Winter,New Start High School,Seattle,WA,High,Front of School,Intentional Property Damage,Unknown,No,No,Unknown,Unknown,Unknown,No,2,No,13:30:00
1317,20180122LANEN,Winter,NET Charter High School,New Orleans,LA,High,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,7,No,13:30:00
1320,20180125ALMUM,Winter,Murphy High School,Mobile,AL,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,8,No,11:20:00
1323,20180201CASAL,Winter,Salvador B. Castro Middle School,Los Angeles,CA,Middle,Classroom,Accidental,Random Shooting,No,No,Yes,No,No,No,1,No,8:55:00
1327,20180209TNPEN,Winter,Peal-Cohn High School,Nashville,TN,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Yes,No,5,No,Unknown
1330,20180220OHJAM,Winter,Jackson Memorial Middle School,Massillon,OH,Middle,Bathroom,Indiscriminate Shooting,Victims Targeted,No,No,Unknown,No,No,Yes,1,No,Unknown
943,20070327CTSAH,Spring,Sarah J. Rawson Elementary School,Hartford,CT,Elementary,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,Unknown,18:30:00
944,20070329SCMYM,Spring,Myrtle Beach High School,Myrtle Beach,SC,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
946,20070410ORSPG,Spring,Springwater Trail High School,Gresham,OR,High,Classroom; Field,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Yes,5,Yes,14:15:00
947,20070418NCNOH,Spring,North Mecklenburg High School,Huntersville,NC,High,Parking Lot,Suicide/Attempted,Neither,No,No,No,No,No,Yes,1,Unknown,Unknown
949,20070504TXTIE,Spring,Tidehaven High School,El Maton,TX,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,8:33:00
950,20070510MIHED,Spring,Henry Ford High School,Detroit,MI,High,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,7,Unknown,Unknown
951,20070512TXWEM,Spring,West Mesquite High School,Mesquite,TX,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,1,Unknown,Unknown
953,20070523RIOAC,Spring,Oak Haven Elementary School,Coventry,RI,Elementary,PlaygrouUnknown,Bullying,Victims Targeted,No,No,Yes,No,No,No,26,Unknown,16:53:00
954,20070530NCVAG,Spring,Vandora Springs Elementary School,Garner,NC,Elementary,Outside on School Property,Indiscriminate Shooting,Unknown,No,No,No,No,No,No,10,Unknown,Unknown
956,20070617SCBRB,Summer,Broad River Elementary School,Burton,SC,Elementary,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
957,20070628TXDAD,Summer,David W. Carter High School,Dallas,TX,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,10,Unknown,12:00:00
959,20070804NJMON,Summer,Mount Vernon Elementary School,Newark,NJ,High,Front of School,Illegal Activity,Victims Targeted,No,No,No,No,Yes,No,4,Unknown,Unknown
960,20070928CALAO,Fall,Las Plumas High School,Oroville,CA,High,Classroom,Hostage/Standoff,Unknown,Yes,No,Unknown,Yes,No,Unknown,2,Yes,9:15:00
961,20070930AZSSP,Fall,S Simon and Jude Catholic School,Phoenix,AZ,K-8,Parking Lot,Escalation of Dispute,Unknown,No,No,Unknown,Unknown,No,No,3,No,21:37:00
963,20071010OHSUC,Fall,SuccessTech Academy,ClevelaUnknown,OH,Other,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,Yes,No,No,Yes,10,Yes,13:15:00
964,20071024TNMAM,Fall,Manassas High School,Memphis,TN,High,Hallway,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,8:45:00
965,20071105LAJOR,Fall,John Curtis Christian School,River Ridge,LA,K-12,Inside School Building,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,Unknown,Unknown
967,20071221CABAU,Winter,Barnard-White Middle School,Union City,CA,Middle,Outside on School Property,Escalation of Dispute,Random Shooting,No,No,Yes,No,Yes,No,5,Unknown,15:20:00
968,20080204TNHAM,Winter,Hamilton High School,Memphis,TN,High,Classroom,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,10:00:00
969,20080211TNMIM,Winter,Mitchell High School,Memphis,TN,High,Classroom,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,3,Unknown,9:00:00
971,20080306ALDAM,Spring,Davidson High School,Mobile,AL,High,Gym,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,2,Unknown,10:00:00
972,20080416CAROF,Spring,Roosevelt High School,Fresno,CA,High,Outside on School Property,Self-defense,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,1,Unknown,11:54:00
974,20080811WAWAK,Summer,Wallace Elementary School,Kelso,WA,Elementary,PlaygrouUnknown,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
975,20080814WALAF,Summer,Lakota Middle School,Federal Way,WA,Middle,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Yes,No,1,Unknown,20:20:00
976,20080821TNCEK,Fall,Central High School,Knoxville,TN,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,Yes,No,No,Yes,1,No,8:11:00
977,20080902OHSOW,Fall,South High School,Willoughby,OH,High,Classroom,Suicide/Attempted,Unknown,No,No,Unknown,No,No,No,1,Unknown,Unknown
978,20080915CAMIS,Fall,Mira Loma High School,Sacramento,CA,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Yes,No,No,No,1,Unknown,Unknown
979,20080919CAGEA,Fall,George Washington Preparatory High School,Athens,CA,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Yes,No,8,Unknown,18:00:00
981,20081020CAVAA,Fall,Vasquez High School,Acton,CA,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Yes,No,No,No,1,Unknown,Unknown
982,20081023ALPRP,Fall,Prattville Christian Academy,Prattville,AL,Other,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,Unknown,Unknown
984,20081031MESTS,Fall,Stockton Springs Elementary School,Stockton Springs,ME,Elementary,Classroom,Hostage/Standoff,Unknown,Yes,No,No,No,No,No,0,Yes,8:30:00
985,20081103CABEB,Fall,Bell High School,Bell,CA,High,Gym,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,8,Unknown,20:00:00
986,20081103CAELO,Fall,El Rio Elementary School,Oxnard,CA,Elementary,Classroom; Beside Building,Intentional Property Damage,Unknown,No,No,No,No,No,No,8,Unknown,15:35:00
988,20081115COTHL,Fall,Thompson Valley High School,LovelaUnknown,CO,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,1:15:00
989,20081115UTDES,Fall,Desert Hills High School,St. George,UT,High,Auditorium,Accidental,Neither,No,No,No,No,No,No,1,Unknown,18:20:00
991,20081118CACOO,Fall,Cole Middle School,OaklaUnknown,CA,Middle,Classroom,Accidental,Unknown,No,No,No,No,No,No,1,Unknown,8:30:00
992,20081125TXNOH,Fall,North Forest High School,Houston,TX,High,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,Unknown,21:45:00
993,20081130CAOAG,Fall,O A Peters Elementary School,Garden Grove,CA,Elementary,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,10,Unknown,16:00:00
995,20081205MNSHF,Winter,Shattuck St. Mary's Prep School,Faribault,MN,Other,Other,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,21:00:00
996,20081212NCGUA,Winter,Guy B. Teachey Elementary School,Asheboro,NC,Elementary,PlaygrouUnknown,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,22:30:00
998,20081221SCSUS,Winter,Summerville High School,Summerville,SC,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,No,No,5,Unknown,19:15:00
999,20081222FLLAL,Winter,Largo Middle School,Largo,FL,Middle,Outside on School Property,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
1001,20081231GASHS,Winter,Shuman Middle School,Savannah,GA,Middle,Beside Building,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
1336,20180313CASES,Spring,Seaside High School,Seaside,CA,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,No,13:20:00
1340,20180320MDGRG,Spring,Great Mills High School,Great Mills,MD,High,Hallway,Murder/Suicide,Both,No,No,No,Yes,No,No,6,No,7:55:00
1343,20180409NYGLG,Spring,Gloversville Middle School,Gloversville,NY,Middle,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,7,No,11:00:00
1345,20180419MIJAJ,Spring,Jackson High School,Jackson,MI,High,Off School Property,Unknown,Neither,No,No,No,No,Unknown,No,2,No,13:44:00
1349,20180503SDENW,Spring,Enemy Swim Day School,Waubay,SD,K-8,Field (General),Unknown,Unknown,No,No,Unknown,Unknown,No,No,1,No,21:55:00
1352,20180511CAHIP,Spring,Highland High School,Palmdale,CA,High,Bathroom,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,10,No,7:05:00
1355,20180518GAMOA,Spring,Mount Zion High School,Atlanta,GA,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,No,No,6,No,Unknown
1358,20180525INNON,Spring,Noblesville West Middle School,Noblesville,IN,Middle,Classroom,Indiscriminate Shooting,Victims Targeted,No,No,No,No,No,No,10,Yes,9:00:00
1361,20180617ORGRP,Summer,Grant High School,PortlaUnknown,OR,High,Football Field/Track,Unknown,Unknown,No,No,No,No,Unknown,No,12,No,4:45:00
1365,20180701TNRAM,Summer,Raineshaven Elementary School,Memphis,TN,Elementary,Beside Building,Unknown,Unknown,No,No,No,Unknown,Unknown,No,3,No,21:00:00
1368,20180717WVHUH,Summer,Hurricane High School,Hurricane,WV,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,1,No,18:00:00
1371,20180804MDEDE,Summer,Edgewood High School,Edgewood,MD,High,Parking Lot,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,No,6,No,21:19:00
1375,20180823ALALM,Summer,Alabama State University Stadium (high school game),Montgomery,AL,High,Football Field/Track,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,8,No,21:30:00
1378,20180828COCOD,Summer,Cole Middle School,Denver,CO,Middle,Outside on School Property,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,7,No,14:00:00
1382,20180831CABAS,Summer,Balboa High School,San Francisco,CA,High,Classroom,Accidental,Neither,No,No,No,No,Unknown,No,1,No,15:11:00
1385,20180905RIPRP,Fall,Providence Career and Technical Academy,Providence,RI,High,Front of School,Escalation of Dispute,Both,No,No,No,No,Yes,No,10,No,14:00:00
1388,20180910ILCHC,Fall,Chatham Academy High School,Chicago,IL,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,10,No,16:00:00
1391,20180914FLBOB,Fall,Boynton Beach High School,Boynton Beach,FL,High,Off School Property,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1394,20180920CACHL,Fall,CHAMPS Charter High School,Los Angeles,CA,High,Off School Property,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,2,No,12:10:00
1398,20180924PACEP,Fall,Central High School,Philadelphia,PA,High,Front of School,Escalation of Dispute,Both,No,No,No,No,Unknown,No,10,No,8:15:00
1402,20181002ARCHL,Fall,Chicot Elementary School,Little Rock,AR,Elementary,Other,Unknown,Unknown,No,No,No,No,Unknown,No,6,No,10:00:00
1404,20181004ORJAP,Fall,Jason Lee Elementary School,PortlaUnknown,OR,Elementary,Cafeteria,Accidental,Neither,No,No,No,No,No,No,1,No,16:35:00
1407,20181007VAVAH,Fall,Varina High School,Henrico,VA,High,Gym,Escalation of Dispute,Both,No,No,No,No,No,No,16,No,21:30:00
1409,20181013TNMCN,Fall,McGavock High School,Nashville,TN,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,3,No,21:04:00
1413,20181025MICOD,Fall,Cody High School,Detroit,MI,High,Outside on School Property,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,7,No,Unknown
1416,20181105SCACC,Fall,Academy of Hope,Conway,SC,K-8,Classroom,Unknown,Unknown,No,No,Unknown,No,No,No,1,No,11:00:00
1418,20181109GAGAM,Fall,Garrett Middle School,Marietta,GA,Middle,Bathroom,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1421,20181121MIPEP,Fall,Pentwater Public School,Pentwater,MI,K-8,Front of School,Intentional Property Damage,Neither,No,No,No,No,No,No,7,No,8:45:00
1425,20181128PASTP,Fall,Strawberry Mansion High School,Philadelphia,PA,High,Other,Unknown,Neither,No,No,No,No,Unknown,No,10,No,15:30:00
1427,20181211KYCAC,Winter,Cawood Elementary School,Cawood,KY,Elementary,Parking Lot,Unknown,Unknown,No,No,No,No,No,No,9,No,20:41:00
1430,20181218DEAIG,Winter,A I du Pont High School,Greenville,DE,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,1,No,19:45:00
1434,20190118MOHAS,Winter,Hazelwood East High School,St. Louis,MO,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,10,No,14:30:00
1437,20190123LASOS,Winter,Southern Hills Elementary School,Shreveport,LA,Elementary,Parking Lot,Unknown,Unknown,No,No,No,Unknown,Unknown,No,7,No,15:00:00
1440,20190127NVRER,Winter,Reno High School,Reno,NV,High,Front of School,Illegal Activity,Neither,No,Yes,No,No,No,No,10,No,22:40:00
1443,20190131TXATA,Winter,Atascocita High School,Atascocita,TX,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,10,No,18:20:00
1447,20190214NMV.R,Winter,V. Sue Cleveland High School,Rio Rancho,NM,High,Hallway,Domestic w/ Targeted Victim,Victims Targeted,No,No,Unknown,Yes,Unknown,Yes,1,No,7:00:00
1450,20190301KSHIM,Spring,Highlands Elementary School,Mission,KS,Elementary,Off School Property,Suicide/Attempted,Neither,No,No,No,No,No,No,27,No,13:30:00
1454,20190327MSSVH,Spring,S V Marshall Elementary,Holmes County,MS,Elementary,School Bus,Unknown,Random Shooting,No,No,No,No,No,No,2,No,15:00:00
1457,20190403FLSAJ,Spring,Saint Clair Evans Academy,Jacksonville,FL,Elementary,Off School Property,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,5,No,11:00:00
1461,20190417ILWAL,Spring,Washington Middle School,Lyons,IL,Middle,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,13:30:00
1464,20190426GACRF,Spring,Creekside High School,Fairburn,GA,High,School Bus,Escalation of Dispute,Victims Targeted,No,No,No,Unknown,No,No,6,No,16:30:00
1467,20190507COSTH,Spring,STEM School Highlands Ranch,Highlands Ranch,CO,K-12,Classroom,Indiscriminate Shooting,Unknown,No,No,Yes,No,No,Yes,10,Yes,14:00:00
1002,20081231OKKEN,Winter,Kennedy Elementary School,Norman,OK,Elementary,Outside on School Property,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
1004,20090109ILDUC,Winter,Dunbar High School,Chicago,IL,High,Basketball Court,Drive-by Shooting,Both,No,No,No,No,Yes,No,10,Unknown,20:00:00
1005,20090114ILPEC,Winter,Perspectives Charter School,Chicago,IL,Middle,School Bus,Unknown,Random Shooting,No,No,No,No,Unknown,No,1,Unknown,11:12:00
1006,20090120ILCOC,Winter,Collins HIgh School,Chicago,IL,High,Basketball Court,Escalation of Dispute,Unknown,No,No,No,No,No,No,1,Unknown,Unknown
1008,20090120PAEAE,Winter,East High School,Erie,PA,High,Gym,Escalation of Dispute,Both,No,No,No,No,No,No,10,Unknown,20:22:00
1009,20090123ILCAC,Winter,Cahokia High School,Cahokia,IL,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
1010,20090127NCCLC,Winter,Clayton High School,Clayton,NC,High,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,2,Unknown,Unknown
1012,20090211NCSCZ,Winter,School bus,Zebulon,NC,Other,School Bus,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
1014,20090220CAJOH,Winter,John Muir Elementary School,Hayward,CA,Elementary,Beside Building,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,4,Unknown,12:00:00
1015,20090223CTBRN,Winter,Brien McMahon High School,Norwalk,CT,High,Parking Lot,Accidental,Unknown,No,No,Unknown,Unknown,Yes,No,1,Unknown,20:30:00
1016,20090302SDROS,Spring,Robert Frost Elementary School,Sioux Falls,SD,Elementary,Beside Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,14:50:00
1018,20090310FLRIJ,Spring,Ribault High School,Jacksonville,FL,High,Hallway,Escalation of Dispute,Unknown,No,No,No,No,No,No,8,Unknown,7:22:00
1019,20090311TXCYH,Spring,Cypress Ridge High School,Houston,TX,High,Bathroom,Accidental,Unknown,No,No,Unknown,Unknown,No,No,1,Unknown,Unknown
1021,20090501WISHS,Spring,Sheboygan High School,Sheboygan,WI,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,Unknown,15:40:00
1022,20090505NYCAC,Spring,Canandaigua Academy,Canandaigua,NY,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,Unknown,10:25:00
1023,20090518LALAL,Spring,Larose-Cut Off Middle School,Larose,LA,Middle,Classroom,Indiscriminate Shooting,Unknown,No,No,Unknown,No,No,No,2,Yes,9:00:00
1025,20090624IAAPP,Summer,Aplington-Parkersburg High School,Parkersburg,IA,High,Gym,Psychosis,Victims Targeted,No,No,Unknown,No,No,No,6,Unknown,8:00:00
1026,20090827NCWEF,Summer,Westover High School,Fayetteville,NC,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,16:00:00
1028,20090916VAVIG,Fall,Virginia Randolph Community High School,Glen Allen,VA,High,PlaygrouUnknown,Bullying,Victims Targeted,No,No,Unknown,Unknown,No,No,2,Unknown,12:30:00
1029,20091008NYMAM,Fall,Mattituck Junior-Senior High School,Mattituck,NY,6-12,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,13:53:00
1031,20091030CAWIL,Fall,Wilson High School,Long Beach,CA,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Yes,No,8,Unknown,Unknown
1032,20091106PAHAW,Fall,Hamilton High School (bus),West Philadelphia,PA,High,School Bus,Bullying,Victims Targeted,No,No,Yes,No,No,No,1,Unknown,8:00:00
1033,20091211LABOS,Winter,Booker T. Washington High School,Shreveport,LA,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,4,Unknown,8:10:00
1035,20100205ALDIM,Winter,Discovery Middle School,Madison,AL,Middle,Hallway,Psychosis,Victims Targeted,No,No,Unknown,No,Unknown,No,1,Yes,13:45:00
1036,20100210TNINK,Winter,Inskip Elementary School,Knoxville,TN,High,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,10,No,13:00:00
1038,20100226WABIT,Winter,Birney Elementary School,Tacoma,WA,Elementary,Beside Building,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,3,Unknown,Unknown
1039,20100428VAWOP,Spring,Woodrow Wilson High School,Portsmouth,VA,High,Cafeteria,Bullying,Neither,No,No,Yes,No,No,No,3,Yes,12:15:00
